Conversions:,
42 nm/V,
0.1 N/m,
,Force Data
Displacement (m),Force (N)
0.000008000000,-0.0000000033532500
0.000007979950,-0.0000000033494400
0.000007959900,-0.0000000033456400
0.000007939850,-0.0000000033469100
0.000007919800,-0.0000000033456400
0.000007899750,-0.0000000033405600
0.000007879700,-0.0000000033405600
0.000007859650,-0.0000000033443700
0.000007839600,-0.0000000033405600
0.000007819550,-0.0000000033431000
0.000007799500,-0.0000000033431000
0.000007779450,-0.0000000033418300
0.000007759400,-0.0000000033431000
0.000007739350,-0.0000000033443700
0.000007719300,-0.0000000033443700
0.000007699250,-0.0000000033443700
0.000007679200,-0.0000000033469100
0.000007659150,-0.0000000033405600
0.000007639100,-0.0000000033316800
0.000007619050,-0.0000000033342200
0.000007599000,-0.0000000033329500
0.000007578950,-0.0000000033354900
0.000007558900,-0.0000000033354900
0.000007538850,-0.0000000033367500
0.000007518800,-0.0000000033367500
0.000007498750,-0.0000000033405600
0.000007478700,-0.0000000033392900
0.000007458650,-0.0000000033418300
0.000007438600,-0.0000000033469100
0.000007418550,-0.0000000033481700
0.000007398500,-0.0000000033507100
0.000007378450,-0.0000000033481700
0.000007358400,-0.0000000033507100
0.000007338350,-0.0000000033507100
0.000007318300,-0.0000000033507100
0.000007298250,-0.0000000033519800
0.000007278200,-0.0000000033532500
0.000007258150,-0.0000000033519800
0.000007238100,-0.0000000033596000
0.000007218050,-0.0000000033608600
0.000007197990,-0.0000000033570600
0.000007177950,-0.0000000033621300
0.000007157890,-0.0000000033646700
0.000007137840,-0.0000000033634000
0.000007117790,-0.0000000033672100
0.000007097740,-0.0000000033634000
0.000007077690,-0.0000000033684800
0.000007057640,-0.0000000033672100
0.000007037590,-0.0000000033621300
0.000007017540,-0.0000000033659400
0.000006997490,-0.0000000033684800
0.000006977440,-0.0000000033697500
0.000006957390,-0.0000000033710200
0.000006937340,-0.0000000033697500
0.000006917290,-0.0000000033722800
0.000006897240,-0.0000000033760900
0.000006877190,-0.0000000033735500
0.000006857140,-0.0000000033773600
0.000006837090,-0.0000000033786300
0.000006817040,-0.0000000033811700
0.000006796990,-0.0000000033799000
0.000006776940,-0.0000000033862400
0.000006756890,-0.0000000033862400
0.000006736840,-0.0000000033862400
0.000006716790,-0.0000000033837000
0.000006696740,-0.0000000033837000
0.000006676690,-0.0000000033887800
0.000006656640,-0.0000000033913200
0.000006636590,-0.0000000033938600
0.000006616540,-0.0000000033938600
0.000006596490,-0.0000000033976600
0.000006576440,-0.0000000033951200
0.000006556390,-0.0000000033989300
0.000006536340,-0.0000000033989300
0.000006516290,-0.0000000033989300
0.000006496240,-0.0000000034027400
0.000006476190,-0.0000000034014700
0.000006456140,-0.0000000034052800
0.000006436090,-0.0000000034040100
0.000006416040,-0.0000000033976600
0.000006395990,-0.0000000034040100
0.000006375940,-0.0000000034027400
0.000006355890,-0.0000000034065500
0.000006335840,-0.0000000034052800
0.000006315790,-0.0000000034078100
0.000006295740,-0.0000000034078100
0.000006275690,-0.0000000034078100
0.000006255640,-0.0000000034128900
0.000006235590,-0.0000000034128900
0.000006215540,-0.0000000034154300
0.000006195490,-0.0000000034167000
0.000006175440,-0.0000000034154300
0.000006155390,-0.0000000034128900
0.000006135340,-0.0000000034154300
0.000006115290,-0.0000000034141600
0.000006095240,-0.0000000034141600
0.000006075190,-0.0000000034154300
0.000006055140,-0.0000000034179700
0.000006035090,-0.0000000034192300
0.000006015040,-0.0000000034230400
0.000005994990,-0.0000000034268500
0.000005974940,-0.0000000034281200
0.000005954890,-0.0000000034306500
0.000005934840,-0.0000000034281200
0.000005914790,-0.0000000034268500
0.000005894740,-0.0000000034293900
0.000005874690,-0.0000000034281200
0.000005854640,-0.0000000034319200
0.000005834590,-0.0000000034293900
0.000005814540,-0.0000000034319200
0.000005794490,-0.0000000034306500
0.000005774440,-0.0000000034357300
0.000005754390,-0.0000000034331900
0.000005734340,-0.0000000034357300
0.000005714290,-0.0000000034382700
0.000005694240,-0.0000000034370000
0.000005674190,-0.0000000034382700
0.000005654140,-0.0000000034446100
0.000005634090,-0.0000000034433400
0.000005614040,-0.0000000034446100
0.000005593980,-0.0000000034471500
0.000005573930,-0.0000000034484200
0.000005553880,-0.0000000034484200
0.000005533830,-0.0000000034471500
0.000005513780,-0.0000000034458800
0.000005493730,-0.0000000034458800
0.000005473680,-0.0000000034433400
0.000005453630,-0.0000000034446100
0.000005433580,-0.0000000034471500
0.000005413530,-0.0000000034509600
0.000005393480,-0.0000000034496900
0.000005373430,-0.0000000034496900
0.000005353380,-0.0000000034535000
0.000005333330,-0.0000000034547600
0.000005313280,-0.0000000034547600
0.000005293230,-0.0000000034598400
0.000005273180,-0.0000000034522300
0.000005253130,-0.0000000034598400
0.000005233080,-0.0000000034573000
0.000005213030,-0.0000000034560300
0.000005192980,-0.0000000034585700
0.000005172930,-0.0000000034611100
0.000005152880,-0.0000000034611100
0.000005132830,-0.0000000034674500
0.000005112780,-0.0000000034649200
0.000005092730,-0.0000000034623800
0.000005072680,-0.0000000034623800
0.000005052630,-0.0000000034649200
0.000005032580,-0.0000000034623800
0.000005012530,-0.0000000034674500
0.000004992480,-0.0000000034699900
0.000004972430,-0.0000000034712600
0.000004952380,-0.0000000034738000
0.000004932330,-0.0000000034725300
0.000004912280,-0.0000000034712600
0.000004892230,-0.0000000034725300
0.000004872180,-0.0000000034725300
0.000004852130,-0.0000000034712600
0.000004832080,-0.0000000034699900
0.000004812030,-0.0000000034699900
0.000004791980,-0.0000000034750700
0.000004771930,-0.0000000034763400
0.000004751880,-0.0000000034776000
0.000004731830,-0.0000000034750700
0.000004711780,-0.0000000034788700
0.000004691730,-0.0000000034763400
0.000004671680,-0.0000000034826800
0.000004651630,-0.0000000034826800
0.000004631580,-0.0000000034864900
0.000004611530,-0.0000000034839500
0.000004591480,-0.0000000034877600
0.000004571430,-0.0000000034890200
0.000004551380,-0.0000000034877600
0.000004531330,-0.0000000034915600
0.000004511280,-0.0000000034902900
0.000004491230,-0.0000000034890200
0.000004471180,-0.0000000034953700
0.000004451130,-0.0000000034928300
0.000004431080,-0.0000000034928300
0.000004411030,-0.0000000034915600
0.000004390980,-0.0000000034928300
0.000004370930,-0.0000000034966400
0.000004350880,-0.0000000035067900
0.000004330830,-0.0000000034979100
0.000004310780,-0.0000000035042500
0.000004290730,-0.0000000035067900
0.000004270680,-0.0000000035017100
0.000004250630,-0.0000000035004500
0.000004230580,-0.0000000035067900
0.000004210530,-0.0000000035042500
0.000004190480,-0.0000000035042500
0.000004170430,-0.0000000035055200
0.000004150380,-0.0000000035067900
0.000004130330,-0.0000000035080600
0.000004110280,-0.0000000035106000
0.000004090230,-0.0000000035093300
0.000004070180,-0.0000000035106000
0.000004050130,-0.0000000035093300
0.000004030080,-0.0000000035169400
0.000004010020,-0.0000000035156700
0.000003989980,-0.0000000035194800
0.000003969920,-0.0000000035144000
0.000003949870,-0.0000000035182100
0.000003929820,-0.0000000035118700
0.000003909770,-0.0000000035144000
0.000003889720,-0.0000000035207500
0.000003869670,-0.0000000035207500
0.000003849620,-0.0000000035207500
0.000003829570,-0.0000000035182100
0.000003809520,-0.0000000035207500
0.000003789470,-0.0000000035194800
0.000003769420,-0.0000000035220200
0.000003749370,-0.0000000035245500
0.000003729320,-0.0000000035232900
0.000003709270,-0.0000000035270900
0.000003689220,-0.0000000035321700
0.000003669170,-0.0000000035334400
0.000003649120,-0.0000000035321700
0.000003629070,-0.0000000035321700
0.000003609020,-0.0000000035347100
0.000003588970,-0.0000000035359800
0.000003568920,-0.0000000035334400
0.000003548870,-0.0000000035334400
0.000003528820,-0.0000000035334400
0.000003508770,-0.0000000035334400
0.000003488720,-0.0000000035359800
0.000003468670,-0.0000000035397800
0.000003448620,-0.0000000035359800
0.000003428570,-0.0000000035423200
0.000003408520,-0.0000000035448600
0.000003388470,-0.0000000035397800
0.000003368420,-0.0000000035397800
0.000003348370,-0.0000000035435900
0.000003328320,-0.0000000035474000
0.000003308270,-0.0000000035435900
0.000003288220,-0.0000000035486600
0.000003268170,-0.0000000035499300
0.000003248120,-0.0000000035486600
0.000003228070,-0.0000000035461300
0.000003208020,-0.0000000035486600
0.000003187970,-0.0000000035461300
0.000003167920,-0.0000000035448600
0.000003147870,-0.0000000035512000
0.000003127820,-0.0000000035474000
0.000003107770,-0.0000000035537400
0.000003087720,-0.0000000035562800
0.000003067670,-0.0000000035562800
0.000003047620,-0.0000000035588200
0.000003027570,-0.0000000035588200
0.000003007520,-0.0000000035550100
0.000002987470,-0.0000000035600800
0.000002967420,-0.0000000035588200
0.000002947370,-0.0000000035575500
0.000002927320,-0.0000000035588200
0.000002907270,-0.0000000035626200
0.000002887220,-0.0000000035613500
0.000002867170,-0.0000000035613500
0.000002847120,-0.0000000035664300
0.000002827070,-0.0000000035689700
0.000002807020,-0.0000000035677000
0.000002786970,-0.0000000035677000
0.000002766920,-0.0000000035715000
0.000002746870,-0.0000000035740400
0.000002726820,-0.0000000035727700
0.000002706770,-0.0000000035753100
0.000002686720,-0.0000000035753100
0.000002666670,-0.0000000035727700
0.000002646620,-0.0000000035740400
0.000002626570,-0.0000000035677000
0.000002606520,-0.0000000035651600
0.000002586470,-0.0000000035600800
0.000002566420,-0.0000000035359800
0.000002546370,-0.0000000034814100
0.000002526320,-0.0000000033342200
0.000002506270,-0.0000000029789200
0.000002486220,-0.0000000023634900
0.000002466170,-0.0000000015513800
0.000002446120,-0.0000000007126260
0.000002426070,0.0000000004788910
0.000002406020,0.0000000017592300
0.000002385960,0.0000000030065800
